id,term,course_id,class_num,school,subject,catalog_num,section,title,instructor,start_time,end_time,meeting_days,enrollment_count,response_count,question0_average_rating,question1_average_rating,question2_average_rating,question3_average_rating,question4_average_rating
109539,2014 Fall,5265,13984,MEAS,MAT_SCI,190-0,20,MS & E Freshman Seminar,Vinayak Dravid,14:00,15:20,TuTh,5,5,5.40,5.40,5.40,4.80,5.40
81626,2010 Fall,2698,16988,WCAS,PHYSICS,103-0,20,Ideas of Physics,Kamal Seth,14:00,15:20,TuTh,13,8,3.14,2.50,3.63,3.88,2.75
111088,2014 Fall,11674,11456,WCAS,GEOG,240-0,20,Economic Geography,John Crandall Hudson,10:00,10:50,MoWeFr,59,36,3.97,3.91,4.00,2.84,3.34
70624,2011 Fall,2387,10497,WCAS,LING,101-6,20,Freshman Seminar,Robert Gundlach,09:30,10:50,TuTh,16,13,5.33,5.42,5.23,4.77,5.31
44310,2013 Winter,4133,23551,SPCH,GEN_CMN,101-0,20,Interpersonal Communication,Esther Liu,10:00,11:20,TuTh,19,12,4.80,3.89,3.36,2.82,4.09
59183,2013 Fall,1457,10893,WCAS,CHEM,101-0,01,General Chemistry,Joseph Hupp,09:00,09:50,MoTuWeTh,109,87,2.53,2.77,3.55,4.12,2.14
88683,2009 Fall,15507,22949,MUSIC,MUSICOL,330-0,20,Russian Fairy Tale,Inna Naroditskaya,11:00,12:20,TuTh,15,10,3.70,3.80,4.20,4.20,4.30
68622,2011 Fall,17860,16338,KGSM,KELLG_FE,310-0,20,Principles of Finance,Snehal Banerjee,09:30,10:50,TuTh,42,30,5.16,5.04,5.28,5.24,4.84
65370,2012 Winter,5201,24128,MEAS,MECH_ENG,202-0,21,Mechanics II,Cheng Sun,13:00,13:50,MoTuWeFr,31,25,3.87,4.13,4.35,4.52,3.22
63930,2012 Winter,3484,25722,MUSIC,GEN_MUS,101-6,20,Freshman Seminar,Bernard Dobroski,14:00,15:20,MoWe,15,14,4.62,5.15,3.62,2.71,4.43
57230,2013 Fall,3515,14128,MUSIC,MUSIC,111-1,20,Music Theory  I,Christopher Fisher-Lochhead,09:00,09:50,MoWeFr,15,7,4.83,4.50,4.50,4.67,4.57
13453,2013 Spring,19132,33690,WCAS,GEN_LA,280-3,20,Res College Tutorial - III (Social & Behavioral Sciences),Renee Engeln,18:00,21:00,We,10,6,6.00,6.00,5.00,4.00,6.00
109431,2014 Fall,4773,14093,MEAS,DSGN,106-1,07,Design Thinking and Communication,Yanantali Mejia,14:00,15:20,TuTh,15,14,4.85,4.69,4.46,3.69,4.23
44487,2013 Winter,577,24770,SESP,LOC,211-0,20,Intro to Organization Theory & Practice,Gail Berger,13:00,15:50,Tu,28,25,5.09,4.61,4.87,4.08,4.46
94474,2009 Spring,16388,38832,WCAS,ENVR_SCI,201-0,20,"Earth, A Habitable Planet",Jean-Francois Gaillard,13:00,13:50,MoWeFr,43,38,3.13,2.71,3.18,3.55,2.74
69864,2011 Fall,1302,10067,WCAS,ART,101-6,20,Freshman Seminar,Jeanne Dunning,14:00,15:20,MoWe,16,13,3.23,3.92,3.77,3.31,3.15
10003,2013 Summer,3798,41110,MUSIC,CONDUCT,282-4,26,Summer Chorus,Stephen Alltop,19:00,21:45,MoTh,15,3,5.00,5.00,5.00,5.50,5.00
53634,2014 Spring,1763,30515,WCAS,ENGLISH,101-6,20,Freshman Seminar,Rebecca Fall,14:00,15:20,MoWe,15,14,4.00,3.93,4.14,4.64,4.21
63802,2012 Spring,2217,37671,WCAS,RELIGION,101-6,20,Freshman Seminar,Christine Helmer,14:00,15:20,TuTh,15,15,4.53,4.47,4.20,3.07,4.60
112935,2012 Fall,19163,12715,WCAS,AMES,274-1,20,Introduction to Chinese Literature,Bruce Knickerbocker,14:00,15:20,TuTh,30,24,4.52,4.52,4.29,4.30,4.52
78025,2011 Winter,3473,23162,WCAS,INTL_ST,201-2,20,Global History II,Gueorgui Matveevich Derluguian,14:00,15:20,TuTh,181,140,4.15,4.04,4.04,3.92,3.96
74546,2011 Spring,3418,37260,WCAS,GNDR_ST,101-6,20,Freshman Seminar,Nicholas Davis,10:00,10:50,MoWeFr,15,11,5.80,5.67,5.70,5.36,5.45
48341,2012 Fall,15573,16404,SESP,HDPS,201-0,20,Introduction to Psychological Services,Nathania Montes,10:00,11:20,MoWe,28,24,5.62,5.32,5.18,4.27,5.41
71081,2011 Fall,3216,10822,WCAS,SLAVIC,101-1,20,Elementary Russian,Polina Maksimovich,09:00,09:50,MoTuWeTh,13,13,5.00,4.85,5.00,4.08,4.69
82567,2010 Summer,18633,40739,WCAS,CFS,291-0,28,Analysis of Field Experience,Karen Allen,,,,12,7,4.50,4.80,3.80,3.60,4.40
83204,2010 Spring,5121,37487,MEAS,IEMS,201-0,20,Introduction to Statistics,Alexander Nikolaev,14:00,14:50,MoWeFr,41,26,3.92,3.64,3.83,3.72,3.12
5187,2009 Winter,18255,33329,KGSM,KELLG_MA,322-0,20,Pricing,Rakesh Vohra,14:00,15:20,TuTh,29,18,5.75,5.69,5.63,5.19,5.88
795,2014 Winter,5328,20353,MEAS,ES_APPM,252-2,20,Honors Calculus for Engineers,Mary Silber,09:00,09:50,MoTuWeThFr,19,14,4.85,4.33,4.85,5.31,4.00
65727,2012 Winter,4145,27431,SPCH,PERF_ST,210-1,20,Performance of Poetry,Carol Simpson Stern,11:00,12:30,TuTh,17,11,5.82,5.55,4.82,4.82,5.82
53296,2014 Spring,19624,32402,WCAS,ASIAN_AM,203-0,20,Topics in Asian American Social and Cultural Analysis,James Elam,15:30,16:50,MoWe,11,10,5.00,4.88,4.78,4.00,5.22
59493,2013 Fall,3078,10733,WCAS,ITALIAN,101-1,22,Elementary Italian,Phyllis Horn-Liparini,11:00,11:50,MoTuWeFr,5,3,5.00,5.00,5.00,4.50,4.67
49300,2012 Fall,16485,12682,WCAS,GBL_HLTH,301-0,20,Introduction to International Public Health,Noelle Sullivan,09:30,10:50,TuTh,40,31,4.72,4.38,4.55,3.90,4.55
56108,2014 Winter,1089,24336,WCAS,ANTHRO,101-6,22,Freshman Seminar,Matthew Johnson,14:00,15:20,TuTh,14,13,4.25,3.92,3.85,3.08,3.85
85367,2010 Winter,3588,22648,MUSIC,MUSIC_ED,231-1,20,Guitar Class I,James Baur,14:00,14:50,TuTh,5,5,5.00,5.40,5.40,3.80,4.60
63876,2012 Spring,1539,33630,WCAS,CLASSICS,101-6,20,Freshman Seminar,Claudia Zatta,15:30,16:50,MoWe,15,10,4.00,3.33,3.67,3.78,3.44
2258,2014 Winter,20991,35236,WCAS,LEGAL_ST,308-0,20,Sociology of Law,Robert Nelson,11:00,12:20,TuTh,43,28,5.19,5.05,4.77,4.74,5.14
91068,2009 Fall,3441,17702,WCAS,INTG_SCI,101-1,21,Computing Applications,Steven Daut,19:30,21:30,We,13,11,3.55,3.27,3.64,3.73,2.64
99,2014 Winter,8216,22521,MUSIC,MUS_COMP,111-2,20,Class Composition,David Reminick,13:00,13:50,MoWeFr,15,7,5.67,5.33,4.33,4.33,5.67
109538,2014 Fall,18808,14340,MEAS,LDRSHP,396-0,20,Field Studies in Leadership,Adam Goodman,15:30,16:50,Th,7,5,5.75,5.50,5.67,4.50,5.75
1456,2014 Winter,1566,23338,WCAS,GREEK,101-2,20,Elementary Greek,Claudia Zatta,10:00,10:50,MoTuWeTh,6,6,5.67,5.50,5.83,5.50,5.50
57060,2014 Winter,3305,34392,WCAS,SOCIOL,101-6,21,Freshman Seminar,Daphne Demetry,09:30,10:50,MoWe,15,12,4.55,4.45,4.25,3.50,4.42
94824,2009 Spring,2442,39654,WCAS,MATH,104-0,41,Introduction to Game Theory,Sergiy Koshkin,10:00,10:50,MoWeFr,37,22,3.95,3.82,4.27,3.62,3.55
55446,2014 Winter,20680,34250,MEAS,ENTREP,325-0,01,Engineering Entrepreneurship,Mark Werwath,14:00,15:30,TuTh,20,12,4.91,5.09,4.50,4.18,5.00
70892,2011 Fall,3127,17337,WCAS,PORT,101-1,20,Elementary Portuguese,Raquel Amorim,13:00,13:50,MoWeFr,16,15,5.53,5.50,5.79,5.00,6.00
14215,2013 Spring,2027,32578,WCAS,HISTORY,101-6,20,Freshman Seminar--European History,David Shyovitz,14:00,15:20,MoWe,14,11,5.00,4.80,4.70,4.82,4.91
45084,2013 Winter,14198,21315,WCAS,BUS_INST,239-0,20,Marketing Management,Peter Sattler,15:30,16:50,MoWe,55,41,2.89,3.06,3.06,3.23,3.03
110889,2014 Fall,18658,18627,WCAS,COMP_LIT,201-0,21,Reading World Literature,Michelle Wright,09:30,10:50,MoWe,29,17,5.47,5.06,4.88,4.76,5.06
64113,2012 Winter,3602,25801,MUSIC,MUS_TECH,259-0,20,Introduction to Music Technology,Christopher Mercer,12:30,13:50,TuTh,24,18,4.19,4.25,3.88,3.75,4.56
54084,2014 Spring,20940,38740,WCAS,MENA,390-3,21,Advanced Topics in Middle East & North African Studies,Saeid Golkar,15:30,16:50,MoWe,13,7,5.50,5.67,6.00,5.00,6.00
56821,2014 Winter,2595,33834,WCAS,PHIL,109-6,22,Freshman Seminar in Philosophy,Cristina Lafont,10:00,11:20,MoWe,12,9,4.56,4.11,4.67,4.67,4.22
47016,2012 Fall,3894,15118,MUSIC,STRINGS,141-0,23,Applied Violin for Music Majors,Gerardo Ribeiro,,,,5,3,5.33,5.33,5.33,5.67,5.33
67461,2012 Winter,3416,22735,WCAS,URBAN_ST,398-2,20,Urban Studies Seminar,Albert Dale Hunter,,,,10,5,3.67,4.00,5.33,5.25,3.75
52653,2014 Spring,18268,35811,JOUR,IMC,301-0,22,Consumer Insight,Su Jung Kim,15:00,16:50,MoWe,37,26,5.04,4.96,4.70,3.88,4.75
52766,2014 Spring,4416,35072,SPCH,CSD,202-0,20,Neurobiology of Communication,Jonathan Siegel,14:00,15:50,TuTh,25,18,5.00,4.00,5.00,5.15,4.31
53720,2014 Spring,18572,38621,WCAS,ENVR_POL,390-0,23,Special Topics in Environmental Policy and Culture,Keith Woodhouse,14:00,15:20,TuTh,28,18,5.56,5.38,5.19,4.56,5.38
1395,2013 Fall,1904,10300,WCAS,EARTH,102-6,20,Freshman Seminar,Donna Jurdy,15:00,16:20,MoWe,15,11,5.22,5.00,4.60,3.45,4.82
62338,2012 Spring,631,36794,SESP,SOC_POL,201-0,20,Introduction to Social Policy,Marvin Cohen,18:00,19:20,TuTh,28,20,5.00,5.00,5.35,4.32,4.68
89895,2009 Fall,4489,13540,SPCH,CSD,375-0,20,Diagnostic Procedures for Exceptional Children,Steven Zecker,11:00,11:50,MoWeFr,32,24,4.50,4.50,4.54,4.25,4.08
3001,2013 Fall,19142,12335,WCAS,JWSH_ST,279-0,20,Modern Jewish Literature,Marcia Gealy,10:00,10:50,MoWeFr,20,13,5.55,5.45,4.36,3.64,5.09
59669,2013 Fall,2873,11257,WCAS,PSYCH,101-6,20,Freshman Seminar,Benjamin Gorvine,11:00,11:50,MoWeFr,16,14,5.62,5.85,5.46,4.29,5.57
96562,2009 Winter,4724,32607,SPCH,DANCE,101-1,20,Introduction to the Dance Experience,William Lewis Siegenfeld,09:00,10:20,WeFr,15,12,4.60,4.10,4.73,4.36,4.70
12875,2013 Spring,4571,35884,SPCH,THEATRE,119-0,27,Production Laboratory,Barbara Butts,14:00,17:00,TuTh,6,5,6.00,5.00,5.00,4.00,5.67
57405,2013 Fall,20486,14619,MUSIC,VOICE,100-0,20,Freshman Practicum,Pamela Hinchman,17:00,17:50,Tu,9,3,4.00,4.33,3.33,3.00,3.67
111890,2014 Fall,3388,13269,WCAS,STAT,202-0,23,Introduction to Statistics,Yang Tang,15:00,15:50,MoWeFr,18,10,4.50,4.10,4.30,4.30,3.80
57328,2013 Fall,8265,14231,MUSIC,MUS_THRY,316-0,20,Renaissance Counterpoint,Robert Gjerdingen,09:30,10:50,TuTh,20,8,5.14,5.00,4.71,4.57,5.25
52414,2014 Spring,17946,34503,MEAS,CRDV,301-0,21,Introduction to Career Development,Susan Caplan,14:00,14:50,We,33,25,4.24,4.00,3.67,1.43,3.10
76313,2011 Winter,15674,23935,MEAS,BMD_ENG,101-0,20,Introduction to Biomedical Engineering,Suzanne Olds,13:00,13:50,Th,48,40,4.68,4.27,3.58,1.82,3.82
79694,2010 Fall,4791,14054,MEAS,CHEM_ENG,210-0,20,Analysis of Chemical Process Systems,Justin Notestein,11:00,11:50,MoWeFr,43,35,5.24,4.82,5.03,5.29,5.15
77375,2011 Winter,1223,23031,WCAS,ART_HIST,101-6,20,Freshman Seminar,Ann Gunter,11:00,12:20,TuTh,14,14,4.79,4.36,4.07,3.92,4.36
42694,2013 Winter,3834,20130,MUSIC,PIANO,161-0,23,Applied Piano for Music Majors,Sylvia Wang,,,,6,4,6.00,6.00,6.00,6.00,6.00
47998,2012 Fall,4762,14437,SPCH,CMN,350-0,20,Creative Writing for the Media,Brett Neveu,15:00,17:50,Mo,12,10,6.00,5.89,5.78,5.44,6.00
54191,2014 Spring,2765,33342,WCAS,POLI_SCI,101-6,21,Freshman Seminar,Benjamin Page,11:00,12:20,TuTh,14,12,4.50,4.58,4.25,4.00,4.33
91112,2009 Fall,1524,15404,WCAS,LATIN,101-1,20,Elem Latin,Lora Walsh,09:00,09:50,MoTuWeTh,9,7,4.29,4.57,5.14,4.29,3.57
77396,2011 Winter,1335,22167,WCAS,ASTRON,101-0,20,Modern Cosmology,Michael Smutko,14:00,14:50,MoWeFr,189,142,5.61,5.17,5.12,4.51,5.39
87084,2010 Winter,17367,23288,SESP,TEACH_ED,302-0,20,Social Contexts of Education,Edward Taylor,18:00,21:00,Tu,56,30,4.21,3.90,4.17,4.03,4.10
74473,2011 Spring,2985,32992,WCAS,FRENCH,105-6,20,Freshman Seminar,Brittany Murray,13:00,13:50,MoWeFr,14,10,4.60,4.20,3.80,4.10,3.80
58200,2013 Fall,4838,16229,MEAS,CIV_ENV,216-0,01,Mechanics of Materials I,Jianmin Qu,11:00,11:50,MoTuWeFr,52,33,4.67,3.94,4.09,3.84,4.03
93712,2009 Spring,17378,34782,SPCH,GEN_CMN,115-0,20,Freshman Seminar: Difficult Dialogues,Timothy Stevens,15:30,16:50,TuTh,15,6,5.00,4.67,4.50,3.60,4.80
1362,2013 Fall,20723,17216,WCAS,ASIAN_ST,390-3,20,Advanced Topics in Asian Studies,Meredith McGuire,15:30,16:50,TuTh,14,12,5.27,5.18,5.36,4.64,5.18
79003,2010 Fall,3973,15243,MUSIC,WIND_PER,111-0,21,Applied Flute,Walfrid Eugene Kujala,,,,5,4,6.00,5.67,5.75,5.67,5.67
2273,2014 Winter,2585,23443,WCAS,MMSS,211-2,20,Social Science Theories & Meth-First Yr,Eric Schulz,14:00,15:20,MoWe,51,48,5.07,5.07,5.06,4.60,5.23
110424,2014 Fall,3136,11681,WCAS,SPANISH,101-1,27,Elementary Spanish,Benay Stein,14:00,14:50,MoWeFr,13,9,5.25,4.38,4.63,4.00,4.38
58371,2013 Fall,5265,15937,MEAS,MAT_SCI,190-0,20,MS & E Freshman Seminar,Vinayak Dravid,14:00,15:20,TuTh,14,12,4.90,5.40,5.30,4.00,5.45
74844,2011 Spring,2387,33136,WCAS,LING,101-6,20,Freshman Seminar,Robert Gundlach,11:00,12:20,TuTh,14,12,5.60,5.27,4.91,5.45,5.45
76523,2011 Winter,5201,23719,MEAS,MECH_ENG,202-0,20,Mechanics II,Cheng Sun,10:00,10:50,MoTuWeFr,32,22,3.55,3.50,4.09,4.36,3.05
48346,2012 Fall,577,16213,SESP,LOC,211-0,20,Intro to Organization Theory & Practice,Gail Berger,13:00,15:50,We,32,25,5.25,5.23,5.09,4.32,5.05
1377,2014 Winter,2978,23796,WCAS,COG_SCI,210-0,20,Language and the Brain,Matthew Goldrick,11:00,12:20,TuTh,106,76,4.32,4.00,4.31,4.38,3.94
113356,2011 Fall,19163,13219,WCAS,AMES,274-1,20,Introduction to Chinese Literature,Bruce Knickerbocker,15:30,16:50,TuTh,23,17,4.60,4.06,3.94,3.87,4.19
59843,2012 Summer,4331,40689,SPCH,CMN,110-0,22,Internship,John Haas,,,,17,3,5.33,5.33,4.67,4.33,5.00
54142,2014 Spring,15517,38417,WCAS,PHYSICS,105-0,20,"Music, Sound, Timbre",David Taylor,11:00,12:20,TuTh,18,8,4.17,4.17,3.67,2.88,3.88
1407,2014 Winter,16641,23765,WCAS,ENVR_SCI,202-0,01,The Health of the Biosphere,Joseph Walsh,12:30,13:50,TuTh,44,28,3.85,3.88,3.96,4.04,3.96
48175,2012 Fall,4133,14369,SPCH,GEN_CMN,101-0,20,Interpersonal Communication,Benjamin Chiles,09:00,09:50,MoWeFr,19,12,5.11,4.36,4.42,3.83,4.58
2961,2013 Fall,11674,11515,WCAS,GEOG,240-0,20,Economic Geography,John Crandall Hudson,10:00,10:50,MoWeFr,57,44,4.17,4.20,3.92,3.14,3.62
50140,2012 Summer,3798,40725,MUSIC,CONDUCT,282-4,26,Summer Chorus,Stephen Alltop,19:00,22:00,MoTh,18,8,5.33,5.17,4.50,4.38,5.63
71005,2011 Fall,2217,11803,WCAS,RELIGION,101-6,20,Freshman Seminar,J Michelle Molina,15:30,17:20,Tu,16,13,4.46,4.85,4.23,3.77,4.46
59184,2013 Fall,1457,10894,WCAS,CHEM,101-0,02,General Chemistry,Emily Weiss,10:00,10:50,MoTuWeTh,165,130,4.05,3.43,4.11,4.73,3.19
53635,2014 Spring,1763,31649,WCAS,ENGLISH,101-6,21,Freshman Seminar,Alanna Hickey,15:30,16:50,MoWe,13,7,5.83,5.83,5.17,4.86,5.14
46532,2012 Fall,15508,17588,MUSIC,MUSICOL,331-0,20,Orientalism and Music,Inna Naroditskaya,12:30,13:50,MoWe,13,8,5.25,5.50,5.63,5.00,5.38
68623,2011 Fall,17860,17203,KGSM,KELLG_FE,310-0,21,Principles of Finance,Snehal Banerjee,11:00,12:20,TuTh,39,22,4.50,4.28,4.94,5.56,4.11
82630,2010 Summer,3473,40557,WCAS,INTL_ST,201-2,26,Global History II,Gueorgui Matveevich Derluguian,13:00,15:30,TuTh,8,3,5.67,5.00,5.67,5.33,5.67
4768,2009 Summer,18633,43184,WCAS,CFS,291-0,28,Analysis of Field Experience,Karen Allen,,,,22,12,4.08,4.25,2.92,3.17,4.08
57231,2013 Fall,3515,14218,MUSIC,MUSIC,111-1,21,Music Theory  I,Elliot Cless,09:00,09:50,MoWeFr,19,9,4.67,4.63,5.11,4.50,4.33
72009,2011 Spring,3484,35844,MUSIC,GEN_MUS,101-6,20,Freshman Seminar,Scott Paulin,11:00,11:50,MoWeFr,15,11,5.40,5.10,5.20,4.60,5.30
109432,2014 Fall,4773,14092,MEAS,DSGN,106-1,08,Design Thinking and Communication,Laurence Audenaerd,15:30,16:50,TuTh,16,14,4.23,4.69,4.46,4.15,4.54
81167,2010 Fall,3418,12843,WCAS,GNDR_ST,101-6,20,Freshman Seminar,Amy Partridge,14:00,15:20,MoWe,16,13,5.25,4.92,4.75,4.31,4.92
62241,2012 Spring,15573,36790,SESP,HDPS,201-0,20,Introduction to Psychological Services,Nathania Montes,10:00,11:20,MoWe,27,23,5.05,4.74,4.90,3.75,4.70
56515,2014 Winter,1955,24568,WCAS,GERMAN,101-1,26,Beginning German,John Paluch,15:00,15:50,MoTuThFr,15,11,5.30,4.90,5.20,4.45,5.18
89642,2009 Fall,5121,10894,MEAS,IEMS,201-0,20,Introduction to Statistics,Alexander Nikolaev,14:00,14:50,MoWeFr,36,25,4.48,4.09,4.13,3.96,4.09
43797,2013 Winter,5328,22810,MEAS,ES_APPM,252-2,20,Honors Calculus for Engineers,Mary Silber,09:00,09:50,MoTuWeThFr,12,10,5.11,5.22,5.33,5.67,5.00
2078,2014 Spring,19624,32957,WCAS,ASIAN_AM,203-0,21,Topics in Asian American Social and Cultural Analysis,Elizabeth Lew-Williams,14:00,15:20,TuTh,32,18,5.06,5.06,4.94,3.94,5.00
77358,2011 Winter,1302,27509,WCAS,ART,101-6,20,Freshman Seminar,Michael Rakowitz,10:30,11:50,TuTh,15,13,5.85,5.92,5.62,5.31,5.77
42649,2013 Winter,8216,20419,MUSIC,MUS_COMP,111-2,20,Class Composition,David Reminick,13:00,13:50,MoWeFr,13,6,5.67,5.50,4.83,4.83,5.33
13454,2013 Spring,19132,34349,WCAS,GEN_LA,280-3,21,Res College Tutorial - III (Social & Behavioral Sciences),Ava Greenwell,13:00,16:00,Th,9,9,4.38,4.29,4.25,4.33,4.78
111396,2014 Fall,7171,12491,WCAS,MATH,105-6,20,First-Year Seminar,Michael Maltenfort,15:30,16:50,TuTh,15,13,3.22,3.33,4.27,4.67,3.08
2177,2014 Winter,20592,33749,WCAS,LEGAL_ST,318-1,20,Legal and Constitutional History of the United States,Joanna Grisinger,11:00,12:20,TuTh,43,27,5.26,4.65,4.83,4.71,4.54
71082,2011 Fall,3216,11407,WCAS,SLAVIC,101-1,21,Elementary Russian,Katherine Bowers,14:00,14:50,MoTuWeTh,14,14,5.08,5.00,5.25,4.46,4.92
59763,2013 Fall,3305,10785,WCAS,SOCIOL,101-6,20,Freshman Seminar,Gary Fine,10:30,11:50,TuTh,16,12,3.90,3.90,3.50,4.17,3.83
59494,2013 Fall,3078,10734,WCAS,ITALIAN,101-1,23,Elementary Italian,Phyllis Horn-Liparini,12:00,12:50,MoTuWeFr,9,4,4.00,4.33,4.33,4.67,5.33
71073,2011 Fall,1539,16886,WCAS,CLASSICS,101-6,20,Freshman Seminar,John Wynne,15:30,16:50,MoWe,15,10,5.11,4.88,4.75,5.00,4.13
63080,2012 Spring,16485,32360,WCAS,GBL_HLTH,301-0,20,Introduction to International Public Health,William Leonard,18:00,21:00,Mo,33,20,4.83,4.94,4.61,4.11,4.67
58304,2013 Fall,20680,17504,MEAS,ENTREP,325-0,01,Engineering Entrepreneurship,Mark Werwath,09:30,10:50,TuTh,34,23,3.94,4.06,4.22,3.68,4.26
73629,2011 Spring,4145,37400,SPCH,PERF_ST,210-1,20,Performance of Poetry,Mary Zimmerman,11:00,12:50,MoWe,23,14,4.60,4.50,4.46,4.77,5.23
95333,2009 Winter,3588,23289,MUSIC,MUSIC_ED,231-1,20,Guitar Class I,James Baur,13:00,13:50,TuTh,10,6,5.00,5.00,5.00,4.33,4.83
109169,2014 Fall,18537,16987,KGSM,KELLG_MA,324-0,20,Operations and Supply Chain Management,Martin Lariviere,09:30,10:50,MoWe,58,48,4.78,4.76,4.78,4.73,4.71
59003,2013 Fall,1089,12679,WCAS,ANTHRO,101-6,21,Freshman Seminar,Cynthia Rivera,14:00,15:20,TuTh,15,13,5.00,4.85,4.31,3.69,4.23
66759,2012 Winter,1566,20721,WCAS,GREEK,101-2,20,Elementary Greek,Claudia Zatta,10:00,10:50,MoTuWeTh,9,5,4.80,5.40,5.60,4.80,5.40
72189,2011 Spring,3602,35961,MUSIC,MUS_TECH,259-0,20,Introduction to Music Technology,Brett Masteller,09:30,10:50,TuTh,17,8,3.88,3.88,4.63,3.75,3.63
14216,2013 Spring,2027,37038,WCAS,HISTORY,101-6,21,Freshman Seminar--European History,Alexandra Owen,14:00,15:20,MoWe,12,12,5.33,5.33,5.25,4.83,5.00
1476,2014 Winter,3442,23735,WCAS,INTG_SCI,101-2,20,Computing Applications,Steven Daut,19:30,21:00,MoWe,25,19,3.56,3.47,3.53,3.32,3.17
56948,2014 Winter,3128,24562,WCAS,PORT,101-2,20,Elementary Portuguese,Raquel Amorim,10:00,10:50,MoWeFr,7,1,5.00,5.00,5.00,4.00,5.00
1379,2014 Winter,18658,34119,WCAS,COMP_LIT,201-0,20,Reading World Literature,Nasrin Qader,13:00,13:50,MoWe,34,23,4.29,4.19,3.62,3.57,3.81
2268,2014 Winter,20940,34228,WCAS,MENA,390-3,20,Advanced Topics in Middle East & North African Studies,Amanda Terc,15:30,16:50,TuTh,7,5,5.00,4.75,4.50,4.00,4.50
56822,2014 Winter,2595,33889,WCAS,PHIL,109-6,23,Freshman Seminar in Philosophy,Jeremy Staum,15:30,16:50,MoWe,13,13,4.58,3.58,4.17,4.85,3.77
72554,2011 Spring,3894,35806,MUSIC,STRINGS,141-0,20,Applied Violin,Almita Vamos,,,,5,1,6.00,6.00,6.00,6.00,6.00
45240,2013 Winter,1904,32079,WCAS,EARTH,102-6,20,Freshman Seminar,Patricia Beddows,19:00,20:20,TuTh,14,13,4.85,4.77,4.00,3.62,5.00
1005,2014 Winter,4416,21400,SPCH,CSD,202-0,20,Neurobiology of Communication,Charles Larson,11:00,11:50,MoTuThFr,17,14,3.64,3.91,4.33,4.57,3.50
109869,2014 Fall,4490,15138,SPCH,CSD,376-0,20,Diagnostic & Remedial Approaches for Children With Learning Problems,Frank Vansanten,11:00,11:50,MoWeFr,12,10,5.10,4.50,5.20,5.10,4.90
49590,2012 Fall,19142,12612,WCAS,JWSH_ST,279-0,20,Modern Jewish Literature,Marcia Gealy,10:00,10:50,MoWeFr,17,15,5.29,5.23,4.64,3.87,5.13
48938,2012 Fall,14198,11755,WCAS,BUS_INST,239-0,20,Marketing Management,Joan Zielinski,15:30,16:50,MoWe,55,40,4.94,4.68,4.43,4.41,4.76
52654,2014 Spring,18268,38748,JOUR,IMC,301-0,23,Consumer Insight,Stephen Hersh,09:00,10:50,WeFr,35,28,3.92,3.92,3.74,3.07,3.59
42695,2013 Winter,3834,20131,MUSIC,PIANO,161-0,24,Applied Piano for Music Majors,Marcia Bosits,,,,4,2,5.50,6.00,5.50,5.00,5.50
65985,2012 Winter,631,26432,SESP,SOC_POL,201-0,20,Introduction to Social Policy,Marvin Cohen,18:00,19:20,TuTh,24,16,5.14,5.07,5.43,4.64,4.79
57406,2013 Fall,20486,14620,MUSIC,VOICE,100-0,21,Freshman Practicum,Pamela Hinchman,17:00,17:50,Th,4,2,5.50,5.50,5.00,5.50,6.00
1054,2014 Winter,4725,34038,SPCH,DANCE,101-2,20,Introduction to the Dance Experience,Jose Reynoso,12:00,13:20,MoWe,13,9,5.56,5.33,5.63,5.78,5.33
53721,2014 Spring,18572,38622,WCAS,ENVR_POL,390-0,24,Special Topics in Environmental Policy and Culture,Keith Woodhouse,09:30,10:50,TuTh,7,5,5.75,5.75,5.50,5.25,5.75
12876,2013 Spring,4571,35885,SPCH,THEATRE,119-0,28,Production Laboratory,Barbara Butts,17:30,23:59,MoTuWeThFrSaSu,22,15,5.00,4.44,3.89,3.30,3.80
78484,2011 Winter,3416,22972,WCAS,URBAN_ST,398-2,20,Urban Studies Seminar,Albert Dale Hunter,,,,5,2,4.00,4.00,4.50,5.50,4.00
54383,2014 Spring,3388,31585,WCAS,STAT,202-0,20,Introduction to Statistics,Noelle Samia,09:30,10:50,TuTh,64,48,3.16,3.12,3.44,3.65,2.34
70540,2011 Fall,8391,12059,WCAS,HUM,101-6,20,Freshman Seminar,Sarah Maza,15:30,16:50,TuTh,17,13,5.08,4.92,4.69,5.00,4.69
80740,2010 Fall,1223,10050,WCAS,ART_HIST,101-6,20,Freshman Seminar,Hannah Feldman,09:30,10:50,TuTh,16,11,4.27,3.73,3.45,4.00,3.73
59670,2013 Fall,2873,11504,WCAS,PSYCH,101-6,21,Freshman Seminar,Harry David Smith,09:30,10:50,TuTh,16,14,4.15,4.00,3.46,3.07,4.00
82562,2010 Summer,1335,40553,WCAS,ASTRON,101-0,26,Modern Cosmology,Michael Smutko,14:00,16:30,TuTh,17,9,5.44,5.22,5.44,5.11,5.11
91113,2009 Fall,1524,17050,WCAS,LATIN,101-1,21,Elem Latin,Lora Walsh,10:00,10:50,MoTuWeTh,12,10,5.22,5.11,5.33,4.78,4.67
46599,2012 Fall,8265,15505,MUSIC,MUS_THRY,316-0,20,Renaissance Counterpoint,Robert Gjerdingen,09:30,10:50,TuTh,11,5,5.33,5.00,4.33,3.33,4.25
